2021-02-01 17:05:09.432254,slug,Lúcio,Medals - Gold,2
2021-02-01 17:05:09.432254,slug,Lúcio,Medals,4
2021-02-01 17:05:09.432254,slug,Lúcio,Card,1
2021-02-01 17:05:09.432254,slug,Lúcio,Defensive Assists,4
2021-02-01 17:05:09.432254,slug,Lúcio,Defensive Assists - Avg per 10 Min,1.93
2021-02-01 17:05:09.432254,slug,Lúcio,Defensive Assists - Most in Game,4
2021-02-01 17:05:09.432254,slug,Lúcio,Healing Done,13069
2021-02-01 17:05:09.432254,slug,Lúcio,Healing Done - Most in Game,9447
2021-02-01 17:05:09.432254,slug,Lúcio,Offensive Assists,2
2021-02-01 17:05:09.432254,slug,Lúcio,Offensive Assists - Avg per 10 Min,0.96
2021-02-01 17:05:09.432254,slug,Lúcio,Offensive Assists - Most in Game,2
2021-02-01 17:05:09.432254,slug,Lúcio,All Damage Done - Avg per 10 Min,3824
2021-02-01 17:05:09.432254,slug,Lúcio,Barrier Damage Done - Avg per 10 Min,1477
2021-02-01 17:05:09.432254,slug,Lúcio,Critical Hits - Avg per 10 Min,5.30
2021-02-01 17:05:09.432254,slug,Lúcio,Deaths - Avg per 10 Min,8.19
2021-02-01 17:05:09.432254,slug,Lúcio,Eliminations - Avg per 10 Min,7.23
2021-02-01 17:05:09.432254,slug,Lúcio,Eliminations per Life,0.88
2021-02-01 17:05:09.432254,slug,Lúcio,Final Blows - Avg per 10 Min,2.41
2021-02-01 17:05:09.432254,slug,Lúcio,Healing Done - Avg per 10 Min,6299
2021-02-01 17:05:09.432254,slug,Lúcio,Hero Damage Done - Avg per 10 Min,2283
2021-02-01 17:05:09.432254,slug,Lúcio,Objective Kills - Avg per 10 Min,2.89
2021-02-01 17:05:09.432254,slug,Lúcio,Objective Time - Avg per 10 Min,40
2021-02-01 17:05:09.432254,slug,Mei,Games Lost,0
2021-02-01 17:05:09.432254,slug,Mei,Games Played,0
2021-02-01 17:05:09.432254,slug,Mei,Time Played,162
2021-02-01 17:05:09.432254,slug,Mei,All Damage Done,2852
2021-02-01 17:05:09.432254,slug,Mei,Critical Hit,1
2021-02-01 17:05:09.432254,slug,Mei,Critical Hit Accuracy,0.14
2021-02-01 17:05:09.432254,slug,Mei,Deaths,2
2021-02-01 17:05:09.432254,slug,Mei,Hero Damage Done,852
2021-02-01 17:05:09.432254,slug,Mei,Weapon Accuracy,0.44
2021-02-01 17:05:09.432254,slug,Mei,All Damage Done - Most in Game,2852
2021-02-01 17:05:09.432254,slug,Mei,All Damage Done - Most in Life,2045
